ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,All Souls' Day,All Souls' Day_lower,All Souls' Day_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Good Friday,Good Friday_lower,Good Friday_upper,Independence Day,Independence Day_lower,Independence Day_upper,Our Lady of Aparecida,Our Lady of Aparecida_lower,Our Lady of Aparecida_upper,Republic Proclamation Day,Republic Proclamation Day_lower,Republic Proclamation Day_upper,Tiradentes' Day,Tiradentes' Day_lower,Tiradentes' Day_upper,Universal Fraternization Day,Universal Fraternization Day_lower,Universal Fraternization Day_upper,Worker's Day,Worker's Day_lower,Worker's Day_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,categoria
2019-12-11,328.28106986815584,142.602588596011,615.9663942665984,328.1875850324238,328.4078588488574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14743515367489302,0.14743515367489302,0.14743515367489302,0.14743515367489302,0.14743515367489302,0.14743515367489302,0.0,0.0,0.0,376.6812398527257,UNDERWARE
2019-12-12,328.23725745404363,151.71332148161383,620.466228702515,328.11019213037326,328.38966241433883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19891733745762724,0.19891733745762724,0.19891733745762724,0.19891733745762724,0.19891733745762724,0.19891733745762724,0.0,0.0,0.0,393.5293387611957,UNDERWARE
2019-12-13,328.1934450399313,176.78827220215786,639.0204182212552,328.0238192458986,328.37041282180564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25437305346914035,0.25437305346914035,0.25437305346914035,0.25437305346914035,0.25437305346914035,0.25437305346914035,0.0,0.0,0.0,411.67701378329514,UNDERWARE
2019-12-14,328.1496326258191,176.7092187493067,683.6525983447777,327.9482359696118,328.35255427727054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312606826482663,0.312606826482663,0.312606826482663,0.312606826482663,0.312606826482663,0.312606826482663,0.0,0.0,0.0,430.7314478924281,UNDERWARE
2019-12-15,328.1058202117068,226.13863207784385,678.6663825949927,327.8454095673799,328.33421652414495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3723360218839056,0.3723360218839056,0.3723360218839056,0.3723360218839056,0.3723360218839056,0.3723360218839056,0.0,0.0,0.0,450.2714360662897,UNDERWARE
2019-12-16,328.0620077975946,236.52300056238624,705.5342883746263,327.73396294716497,328.3382593409308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43222019102951403,0.43222019102951403,0.43222019102951403,0.43222019102951403,0.43222019102951403,0.43222019102951403,0.0,0.0,0.0,469.8570314773969,UNDERWARE
2019-12-17,328.0181953834823,250.29156692651515,735.4067221977491,327.6565707175036,328.3426139374211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4908919824479171,0.4908919824479171,0.4908919824479171,0.4908919824479171,0.4908919824479171,0.4908919824479171,0.0,0.0,0.0,489.03969759426815,UNDERWARE
2019-12-18,327.97438296937,278.49084935815654,740.2990557623901,327.56531019565443,328.34903914778846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469888563114922,0.5469888563114922,0.5469888563114922,0.5469888563114922,0.5469888563114922,0.5469888563114922,0.0,0.0,0.0,507.3727156092531,UNDERWARE
2019-12-19,327.9305705552578,296.0655081542531,756.4665902154322,327.4689823448614,328.36250075789314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5991848175242793,0.5991848175242793,0.5991848175242793,0.5991848175242793,0.5991848175242793,0.5991848175242793,0.0,0.0,0.0,524.4215896340428,UNDERWARE
2019-12-20,327.88675814114555,292.74159329606795,766.2679877800107,327.3921211509235,328.36459532553704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646221380960199,0.646221380960199,0.646221380960199,0.646221380960199,0.646221380960199,0.646221380960199,0.0,0.0,0.0,539.7741917856795,UNDERWARE
2019-12-21,327.8429457270333,318.9502143310359,794.7367895547518,327.29918928915595,328.38374822829445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6869370009268162,0.6869370009268162,0.6869370009268162,0.6869370009268162,0.6869370009268162,0.6869370009268162,0.0,0.0,0.0,553.0503956397745,UNDERWARE
2019-12-22,327.799133312921,306.74350495758904,810.5293324097656,327.20378495422824,328.3989449991304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7202942353338333,0.7202942353338333,0.7202942353338333,0.7202942353338333,0.7202942353338333,0.7202942353338333,0.0,0.0,0.0,563.9109593856448,UNDERWARE
2019-12-23,327.75532089880875,331.6288032861965,783.8300809166767,327.10248703959985,328.41668909210733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745403972319822,0.745403972319822,0.745403972319822,0.745403972319822,0.745403972319822,0.745403972319822,0.0,0.0,0.0,572.0654390457388,UNDERWARE
2019-12-24,327.71150848469654,351.2621944131062,817.729058196705,326.97659769724015,328.4282317991388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7615461217354341,0.7615461217354341,0.7615461217354341,0.7615461217354341,0.7615461217354341,0.7615461217354341,0.0,0.0,0.0,577.2789368192861,UNDERWARE
2019-12-25,327.6676960705842,350.0312694236248,816.786017156281,326.84631946124375,328.4321675689828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7681862639128805,0.7681862639128805,0.7681862639128805,0.7681862639128805,0.7681862639128805,0.7681862639128805,0.0,0.0,0.0,579.3775193199875,UNDERWARE
2019-12-26,327.623883656472,345.8783233201363,797.1932147208602,326.73357162178684,328.4481928498817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649878512149917,0.7649878512149917,0.7649878512149917,0.7649878512149917,0.7649878512149917,0.7649878512149917,0.0,0.0,0.0,578.252174421547,UNDERWARE
2019-12-27,327.58007124235974,344.73444370516296,836.3548996197936,326.60250072061865,328.48457775850517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7518196712117997,0.7518196712117997,0.7518196712117997,0.7518196712117997,0.7518196712117997,0.7518196712117997,0.0,0.0,0.0,573.8612126993286,UNDERWARE
2019-12-28,327.53625882824747,339.3034413152895,811.1653666035182,326.48745184282416,328.5223262180035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7287584010005843,0.7287584010005843,0.7287584010005843,0.7287584010005843,0.7287584010005843,0.7287584010005843,0.0,0.0,0.0,566.2310590816346,UNDERWARE
2019-12-29,327.4924464141352,317.62040628969595,809.5892756820055,326.3832048730608,328.54891553870937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6960862069721374,0.6960862069721374,0.6960862069721374,0.6960862069721374,0.6960862069721374,0.6960862069721374,0.0,0.0,0.0,555.4554212505766,UNDERWARE
2019-12-30,327.44863400002293,303.32986922530944,779.5507441523034,326.2925008795526,328.5872023229727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6542834699541453,0.6542834699541453,0.6542834699541453,0.6542834699541453,0.6542834699541453,0.6542834699541453,0.0,0.0,0.0,541.6928624853028,UNDERWARE
2019-12-31,327.4048215859107,289.69390495315764,756.0610784998489,326.17647832879106,328.64218688334154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6040168388163021,0.6040168388163021,0.6040168388163021,0.6040168388163021,0.6040168388163021,0.6040168388163021,0.0,0.0,0.0,525.1628469334479,UNDERWARE
2020-01-01,327.3610091717984,276.14760470567836,745.0942005856385,326.099731202978,328.64885423915524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5461229330833023,0.5461229330833023,0.5461229330833023,0.5461229330833023,0.5461229330833023,0.5461229330833023,0.0,0.0,0.0,506.14036367781074,UNDERWARE
2020-01-02,327.3171967576862,225.06788003471158,718.546567106408,325.97185279689063,328.67972048434746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4815881237881846,0.4815881237881846,0.4815881237881846,0.4815881237881846,0.4815881237881846,0.4815881237881846,0.0,0.0,0.0,484.9492714278283,UNDERWARE
2020-01-03,327.2733843435739,220.98824322757486,709.8925493558561,325.8596065624014,328.71288223702663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41152491889276666,0.41152491889276666,0.41152491889276666,0.41152491889276666,0.41152491889276666,0.41152491889276666,0.0,0.0,0.0,461.95453729132447,UNDERWARE
2020-01-04,327.2295719294617,188.65914753970526,672.661516637003,325.725850188697,328.75748395097946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33714556258389955,0.33714556258389955,0.33714556258389955,0.33714556258389955,0.33714556258389955,0.33714556258389955,0.0,0.0,0.0,437.5535700517087,UNDERWARE
2020-01-05,327.1857595153494,180.58457591019058,637.8339026307541,325.6021698331556,328.7647954399501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2597335245043593,0.2597335245043593,0.2597335245043593,0.2597335245043593,0.2597335245043593,0.2597335245043593,0.0,0.0,0.0,412.1668700019068,UNDERWARE
2020-01-06,327.1419471012371,157.0697265063429,625.6739619711983,325.48644740009365,328.77269229872496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18061360381973357,0.18061360381973357,0.18061360381973357,0.18061360381973357,0.18061360381973357,0.18061360381973357,0.0,0.0,0.0,386.22823312779616,UNDERWARE
2020-01-07,327.0981346871249,121.39644825319719,588.4001437889126,325.38955128199393,328.7793759936424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10112140273103884,0.10112140273103884,0.10112140273103884,0.10112140273103884,0.10112140273103884,0.10112140273103884,0.0,0.0,0.0,360.17475689739325,UNDERWARE
2020-01-08,327.0543222730126,89.47328706999193,584.6575159801646,325.23929563914686,328.821770112274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022572933974529114,0.022572933974529114,0.022572933974529114,0.022572933974529114,0.022572933974529114,0.022572933974529114,0.0,0.0,0.0,334.43689789576564,UNDERWARE
2020-01-09,327.0105098589004,75.17989782791284,537.4258288022479,325.1184822143002,328.88165904995526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053764883180692974,-0.053764883180692974,-0.053764883180692974,-0.053764883180692974,-0.053764883180692974,-0.053764883180692974,0.0,0.0,0.0,309.42882799747775,UNDERWARE
