id_data,id_loja,des_estabelecimento,id_produto,qtd_estoque
20191130,8,CAMPINAS,14921,7
20191130,16,VALINHOS,21189,1
20191130,15,ATIBAIA,22863,3
20191130,23,BRAGANÇA,20180,1
20191130,4,INDAIATUBA,23614,1
20191130,15,ATIBAIA,709,1
20191130,15,ATIBAIA,234,4
20191130,20,SOROCABA,2440,3
20191130,6,ITATIBA,20572,3
20191130,7,GLICERIO,16999,3
20191130,9,SUMARE,21993,1
20191130,16,VALINHOS,34066,1
20191130,20,SOROCABA,10088,1
20191130,8,CAMPINAS,6677,1
20191130,20,SOROCABA,16434,2
20191130,4,INDAIATUBA,19277,5
20191130,20,SOROCABA,18494,2
20191130,15,ATIBAIA,15315,13
20191130,16,VALINHOS,15547,2
20191130,9,SUMARE,409,6
20191130,4,INDAIATUBA,14100,4
20191130,16,VALINHOS,31175,2
20191130,7,GLICERIO,8805,3
20191130,16,VALINHOS,33762,3
20191130,8,CAMPINAS,30709,3
20191130,4,INDAIATUBA,32972,3
20191130,6,ITATIBA,18025,1
20191130,23,BRAGANÇA,26703,1
20191130,8,CAMPINAS,20878,2
20191130,15,ATIBAIA,30096,1
20191130,27,SALTO,34138,1
20191130,27,SALTO,20593,1
20191130,8,CAMPINAS,33310,1
20191130,27,SALTO,16577,2
20191130,20,SOROCABA,34547,12
20191130,16,VALINHOS,33119,3
20191130,16,VALINHOS,31851,2
20191130,9,SUMARE,31167,1
20191130,7,GLICERIO,6299,2
20191130,15,ATIBAIA,34137,1
20191130,15,ATIBAIA,28669,1
20191130,6,ITATIBA,31188,6
20191130,23,BRAGANÇA,26739,3
20191130,8,CAMPINAS,12792,3
20191130,6,ITATIBA,18788,1
20191130,23,BRAGANÇA,27640,1
20191130,4,INDAIATUBA,2088,5
20191130,15,ATIBAIA,16973,1
20191130,23,BRAGANÇA,12942,1
20191130,20,SOROCABA,3213,3
20191130,4,INDAIATUBA,20273,2
20191130,15,ATIBAIA,17989,4
20191130,4,INDAIATUBA,27197,5
20191130,9,SUMARE,34453,1
20191130,16,VALINHOS,30231,1
20191130,23,BRAGANÇA,3549,1
20191130,23,BRAGANÇA,15011,1
20191130,15,ATIBAIA,26315,3
20191130,8,CAMPINAS,15297,2
20191130,16,VALINHOS,14817,2
20191130,7,GLICERIO,11272,3
20191130,20,SOROCABA,14044,1
20191130,6,ITATIBA,34070,1
20191130,16,VALINHOS,34754,3
20191130,16,VALINHOS,26721,4
20191130,4,INDAIATUBA,24778,1
20191130,9,SUMARE,1560,11
20191130,20,SOROCABA,10094,2
20191130,20,SOROCABA,11776,1
20191130,4,INDAIATUBA,28934,2
20191130,15,ATIBAIA,166,8
20191130,6,ITATIBA,27861,1
20191130,4,INDAIATUBA,32196,1
20191130,9,SUMARE,7645,1
20191130,8,CAMPINAS,22273,1
20191130,16,VALINHOS,15762,1
20191130,7,GLICERIO,6348,5
20191130,20,SOROCABA,10448,4
20191130,27,SALTO,21021,2
20191130,6,ITATIBA,19365,2
20191130,4,INDAIATUBA,21211,1
20191130,8,CAMPINAS,11313,6
20191130,16,VALINHOS,34856,2
20191130,7,GLICERIO,3521,6
20191130,23,BRAGANÇA,20688,1
20191130,27,SALTO,31153,1
20191130,7,GLICERIO,32290,5
20191130,27,SALTO,20398,3
20191130,4,INDAIATUBA,21222,2
20191130,8,CAMPINAS,18283,2
20191130,4,INDAIATUBA,542,4
20191130,6,ITATIBA,15260,1
20191130,6,ITATIBA,20193,1
20191130,23,BRAGANÇA,16704,2
20191130,27,SALTO,20269,2
20191130,6,ITATIBA,30891,7
20191130,4,INDAIATUBA,34815,1
20191130,27,SALTO,30884,1
20191130,20,SOROCABA,34051,2
20191130,16,VALINHOS,32820,1
20191130,15,ATIBAIA,1569,1
20191130,4,INDAIATUBA,18352,1
20191130,8,CAMPINAS,23922,3
20191130,16,VALINHOS,19331,3
20191130,7,GLICERIO,21315,3
20191130,23,BRAGANÇA,16596,2
20191130,23,BRAGANÇA,19327,3
20191130,20,SOROCABA,16191,2
20191130,7,GLICERIO,20902,2
20191130,23,BRAGANÇA,34011,1
20191130,8,CAMPINAS,26722,3
20191130,8,CAMPINAS,32785,1
20191130,16,VALINHOS,6115,3
20191130,7,GLICERIO,30894,2
20191130,4,INDAIATUBA,21798,1
20191130,8,CAMPINAS,31089,2
20191130,7,GLICERIO,32297,1
20191130,7,GLICERIO,30570,3
20191130,20,SOROCABA,30572,2
20191130,7,GLICERIO,33898,2
20191130,27,SALTO,29045,7
20191130,6,ITATIBA,15858,1
20191130,23,BRAGANÇA,33770,3
20191130,4,INDAIATUBA,20877,1
20191130,8,CAMPINAS,2416,1
20191130,15,ATIBAIA,54,1
20191130,9,SUMARE,34194,2
20191130,9,SUMARE,34459,1
20191130,16,VALINHOS,26365,3
20191130,15,ATIBAIA,11295,8
20191130,7,GLICERIO,21983,2
20191130,23,BRAGANÇA,16063,3
20191130,6,ITATIBA,34381,1
20191130,16,VALINHOS,10186,1
20191130,9,SUMARE,22965,2
20191130,6,ITATIBA,15046,4
20191130,15,ATIBAIA,26748,11
20191130,20,SOROCABA,20282,3
20191130,9,SUMARE,33252,1
20191130,4,INDAIATUBA,30902,1
20191130,20,SOROCABA,22718,2
20191130,27,SALTO,15734,1
20191130,7,GLICERIO,34025,1
20191130,8,CAMPINAS,24722,1
20191130,6,ITATIBA,18348,1
20191130,16,VALINHOS,20065,1
20191130,6,ITATIBA,1556,1
20191130,15,ATIBAIA,16963,1
20191130,23,BRAGANÇA,20687,1
20191130,23,BRAGANÇA,33568,1
20191130,7,GLICERIO,30063,1
20191130,20,SOROCABA,20054,2
20191130,20,SOROCABA,30230,1
20191130,15,ATIBAIA,8345,70
20191130,15,ATIBAIA,5789,4
20191130,9,SUMARE,20921,2
20191130,6,ITATIBA,34536,5
20191130,20,SOROCABA,34393,1
20191130,7,GLICERIO,21813,1
20191130,23,BRAGANÇA,18286,2
20191130,9,SUMARE,17018,2
20191130,6,ITATIBA,11310,3
20191130,6,ITATIBA,26434,1
20191130,8,CAMPINAS,17028,5
20191130,15,ATIBAIA,32325,1
20191130,27,SALTO,12674,1
20191130,8,CAMPINAS,15065,1
20191130,8,CAMPINAS,16179,2
20191130,7,GLICERIO,15545,5
20191130,16,VALINHOS,33974,2
20191130,15,ATIBAIA,22553,1
20191130,23,BRAGANÇA,21288,2
20191130,15,ATIBAIA,26755,4
20191130,4,INDAIATUBA,34083,1
20191130,23,BRAGANÇA,18171,1
20191130,9,SUMARE,19380,2
20191130,6,ITATIBA,34190,2
20191130,9,SUMARE,14523,1
20191130,20,SOROCABA,14799,1
20191130,4,INDAIATUBA,31785,2
20191130,27,SALTO,16061,8
20191130,6,ITATIBA,34067,1
20191130,27,SALTO,33612,2
20191130,6,ITATIBA,19228,2
20191130,20,SOROCABA,18844,1
20191130,27,SALTO,30742,1
20191130,8,CAMPINAS,20105,2
20191130,16,VALINHOS,18322,2
20191130,9,SUMARE,7364,6
20191130,27,SALTO,16226,2
20191130,8,CAMPINAS,20286,2
20191130,15,ATIBAIA,1623,4
20191130,16,VALINHOS,21991,2
20191130,4,INDAIATUBA,20255,3
20191130,23,BRAGANÇA,31172,2
20191130,27,SALTO,15404,6
20191130,6,ITATIBA,19668,1
20191130,15,ATIBAIA,19363,2
20191130,20,SOROCABA,20454,2
20191130,23,BRAGANÇA,33028,1
20191130,16,VALINHOS,24800,3
20191130,4,INDAIATUBA,14917,2
20191130,4,INDAIATUBA,18884,1
20191130,27,SALTO,33373,3
20191130,23,BRAGANÇA,30229,1
20191130,6,ITATIBA,12789,4
20191130,20,SOROCABA,23600,1
20191130,4,INDAIATUBA,31807,3
20191130,9,SUMARE,21301,2
20191130,7,GLICERIO,5767,1
20191130,9,SUMARE,4055,2
20191130,23,BRAGANÇA,27944,1
20191130,15,ATIBAIA,14492,6
20191130,15,ATIBAIA,6674,10
20191130,8,CAMPINAS,166,5
20191130,9,SUMARE,31217,2
20191130,16,VALINHOS,31900,4
20191130,8,CAMPINAS,33023,2
20191130,8,CAMPINAS,33267,1
20191130,8,CAMPINAS,23487,1
20191130,23,BRAGANÇA,18187,1
20191130,8,CAMPINAS,20901,5
20191130,15,ATIBAIA,19218,5
20191130,9,SUMARE,24314,4
20191130,4,INDAIATUBA,13146,7
20191130,27,SALTO,28362,2
20191130,15,ATIBAIA,34326,1
20191130,20,SOROCABA,32859,2
20191130,20,SOROCABA,9727,7
20191130,8,CAMPINAS,34069,2
20191130,27,SALTO,21145,2
20191130,6,ITATIBA,33035,2
20191130,9,SUMARE,14841,2
20191130,6,ITATIBA,34000,1
20191130,6,ITATIBA,34848,1
20191130,7,GLICERIO,15542,4
20191130,20,SOROCABA,20072,2
20191130,16,VALINHOS,26753,2
20191130,7,GLICERIO,20382,2
20191130,16,VALINHOS,11074,2
20191130,15,ATIBAIA,29070,2
20191130,27,SALTO,2509,2
20191130,8,CAMPINAS,20053,2
20191130,9,SUMARE,23422,2
20191130,16,VALINHOS,293,1
20191130,23,BRAGANÇA,3242,7
20191130,16,VALINHOS,1571,2
20191130,6,ITATIBA,34057,2
20191130,9,SUMARE,31913,5
20191130,15,ATIBAIA,33645,2
20191130,20,SOROCABA,5147,1
20191130,8,CAMPINAS,32280,2
20191130,15,ATIBAIA,26752,7
20191130,15,ATIBAIA,29984,3
20191130,4,INDAIATUBA,30231,2
20191130,9,SUMARE,21249,2
20191130,6,ITATIBA,15248,4
20191130,4,INDAIATUBA,10390,1
20191130,20,SOROCABA,28362,5
20191130,8,CAMPINAS,18320,1
20191130,4,INDAIATUBA,24741,1
20191130,23,BRAGANÇA,33898,1
20191130,15,ATIBAIA,6320,3
20191130,27,SALTO,20250,3
20191130,23,BRAGANÇA,13985,2
20191130,20,SOROCABA,14934,12
20191130,15,ATIBAIA,34349,1
20191130,7,GLICERIO,22389,1
20191130,6,ITATIBA,31193,13
20191130,8,CAMPINAS,6320,3
20191130,23,BRAGANÇA,33939,1
20191130,20,SOROCABA,27865,3
20191130,8,CAMPINAS,18298,3
20191130,27,SALTO,24818,8
20191130,20,SOROCABA,9882,20
20191130,8,CAMPINAS,19270,34
20191130,20,SOROCABA,33934,2
20191130,8,CAMPINAS,28351,3
20191130,6,ITATIBA,33531,1
20191130,16,VALINHOS,21979,2
20191130,15,ATIBAIA,19291,6
20191130,15,ATIBAIA,34321,1
20191130,20,SOROCABA,21793,1
20191130,7,GLICERIO,25119,3
20191130,23,BRAGANÇA,20289,1
20191130,15,ATIBAIA,33972,1
20191130,23,BRAGANÇA,34508,1
20191130,27,SALTO,22225,1
20191130,15,ATIBAIA,7328,2
20191130,6,ITATIBA,18279,2
20191130,8,CAMPINAS,10197,2
20191130,4,INDAIATUBA,33738,2
20191130,8,CAMPINAS,4456,1
20191130,4,INDAIATUBA,34400,1
20191130,20,SOROCABA,34125,1
20191130,23,BRAGANÇA,17683,1
20191130,7,GLICERIO,31960,2
20191130,9,SUMARE,10091,4
20191130,15,ATIBAIA,34354,1
20191130,23,BRAGANÇA,19451,1
20191130,15,ATIBAIA,21854,1
20191130,7,GLICERIO,16180,1
20191130,9,SUMARE,29963,2
20191130,9,SUMARE,8130,9
20191130,16,VALINHOS,15246,7
20191130,7,GLICERIO,32864,2
20191130,8,CAMPINAS,420,4
20191130,9,SUMARE,7886,7
20191130,23,BRAGANÇA,31906,4
20191130,6,ITATIBA,18082,1
20191130,9,SUMARE,31939,1
20191130,6,ITATIBA,33359,3
20191130,7,GLICERIO,11309,2
20191130,8,CAMPINAS,8743,2
20191130,15,ATIBAIA,20914,1
20191130,15,ATIBAIA,30228,1
20191130,15,ATIBAIA,4273,2
20191130,7,GLICERIO,32818,3
20191130,16,VALINHOS,14040,1
20191130,20,SOROCABA,34736,3
20191130,6,ITATIBA,11329,2
20191130,9,SUMARE,16122,2
20191130,9,SUMARE,24808,1
20191130,16,VALINHOS,30153,1
20191130,6,ITATIBA,6,7
20191130,7,GLICERIO,34077,3
20191130,9,SUMARE,13148,10
20191130,8,CAMPINAS,35071,3
20191130,9,SUMARE,889,10
20191130,15,ATIBAIA,30068,1
20191130,4,INDAIATUBA,31191,9
20191130,7,GLICERIO,2326,1
20191130,27,SALTO,28492,1
20191130,4,INDAIATUBA,22018,3
20191130,4,INDAIATUBA,16367,2
20191130,23,BRAGANÇA,18190,1
20191130,8,CAMPINAS,34303,2
20191130,16,VALINHOS,20428,2
20191130,23,BRAGANÇA,22370,1
20191130,27,SALTO,17973,1
20191130,15,ATIBAIA,33917,2
20191130,27,SALTO,30476,3
20191130,9,SUMARE,8767,2
20191130,9,SUMARE,6908,1
20191130,7,GLICERIO,12536,2
20191130,27,SALTO,20047,1
20191130,20,SOROCABA,21194,1
20191130,9,SUMARE,34083,2
20191130,9,SUMARE,29039,5
20191130,27,SALTO,18489,1
20191130,7,GLICERIO,26360,2
20191130,6,ITATIBA,30448,1
20191130,7,GLICERIO,8263,3
20191130,27,SALTO,7378,2
20191130,4,INDAIATUBA,34067,1
20191130,8,CAMPINAS,6301,2
20191130,20,SOROCABA,4616,13
20191130,20,SOROCABA,11644,16
20191130,7,GLICERIO,8751,3
20191130,8,CAMPINAS,31151,1
20191130,15,ATIBAIA,33614,1
20191130,8,CAMPINAS,24420,1
20191130,20,SOROCABA,24244,1
20191130,9,SUMARE,23042,2
20191130,15,ATIBAIA,10178,1
20191130,20,SOROCABA,2433,1
20191130,15,ATIBAIA,19086,1
20191130,6,ITATIBA,1595,1
20191130,8,CAMPINAS,12329,1
20191130,6,ITATIBA,1149,5
20191130,16,VALINHOS,4055,3
20191130,8,CAMPINAS,33886,2
20191130,16,VALINHOS,1167,1
20191130,8,CAMPINAS,20792,2
20191130,7,GLICERIO,16579,1
20191130,16,VALINHOS,20212,1
20191130,4,INDAIATUBA,31958,3
20191130,15,ATIBAIA,33740,2
20191130,7,GLICERIO,14470,30
20191130,20,SOROCABA,14922,3
20191130,8,CAMPINAS,20739,1
20191130,6,ITATIBA,33320,1
20191130,15,ATIBAIA,22754,3
20191130,20,SOROCABA,30906,1
20191130,20,SOROCABA,15974,1
20191130,16,VALINHOS,30906,1
20191130,23,BRAGANÇA,16192,2
20191130,4,INDAIATUBA,5417,6
20191130,6,ITATIBA,33343,2
20191130,9,SUMARE,19978,2
20191130,23,BRAGANÇA,34397,2
20191130,9,SUMARE,20068,2
20191130,4,INDAIATUBA,4616,2
20191130,23,BRAGANÇA,28991,1
20191130,6,ITATIBA,15052,3
20191130,9,SUMARE,20252,3
20191130,16,VALINHOS,26748,7
20191130,7,GLICERIO,34317,1
20191130,16,VALINHOS,6110,5
20191130,4,INDAIATUBA,28881,3
20191130,27,SALTO,16190,3
20191130,23,BRAGANÇA,19216,6
20191130,6,ITATIBA,18842,1
20191130,4,INDAIATUBA,15545,4
20191130,8,CAMPINAS,18323,2
20191130,8,CAMPINAS,16142,2
20191130,9,SUMARE,32783,1
20191130,6,ITATIBA,15534,1
20191130,16,VALINHOS,1595,1
20191130,23,BRAGANÇA,19277,3
20191130,15,ATIBAIA,18193,2
20191130,7,GLICERIO,34002,1
20191130,27,SALTO,19218,5
20191130,6,ITATIBA,17155,1
20191130,23,BRAGANÇA,26377,6
20191130,8,CAMPINAS,14676,1
20191130,4,INDAIATUBA,33335,2
20191130,16,VALINHOS,5845,3
20191130,27,SALTO,15534,2
20191130,15,ATIBAIA,31952,2
20191130,7,GLICERIO,22724,2
20191130,6,ITATIBA,1622,3
20191130,7,GLICERIO,34398,2
20191130,16,VALINHOS,15016,2
20191130,7,GLICERIO,20433,2
20191130,6,ITATIBA,2064,1
20191130,6,ITATIBA,32331,3
20191130,16,VALINHOS,16174,12
20191130,9,SUMARE,18268,1
20191130,8,CAMPINAS,18349,2
20191130,20,SOROCABA,12576,1
20191130,8,CAMPINAS,13951,1
20191130,4,INDAIATUBA,20696,1
20191130,20,SOROCABA,34551,4
20191130,8,CAMPINAS,20435,2
20191130,16,VALINHOS,22069,3
20191130,20,SOROCABA,31892,1
20191130,27,SALTO,22163,2
20191130,16,VALINHOS,20131,2
20191130,23,BRAGANÇA,21310,3
20191130,8,CAMPINAS,34013,2
20191130,27,SALTO,33940,2
20191130,16,VALINHOS,16487,1
20191130,4,INDAIATUBA,23025,2
20191130,20,SOROCABA,34590,2
20191130,23,BRAGANÇA,17147,1
20191130,7,GLICERIO,33022,1
20191130,7,GLICERIO,16141,3
20191130,15,ATIBAIA,6106,4
20191130,20,SOROCABA,31870,1
20191130,16,VALINHOS,19325,1
20191130,15,ATIBAIA,26766,12
20191130,20,SOROCABA,34390,2
20191130,16,VALINHOS,6206,6
20191130,6,ITATIBA,6110,2
20191130,16,VALINHOS,23424,2
20191130,6,ITATIBA,28481,1
20191130,27,SALTO,12260,3
20191130,9,SUMARE,16693,1
20191130,15,ATIBAIA,27795,2
20191130,8,CAMPINAS,35199,1
20191130,15,ATIBAIA,20885,1
20191130,6,ITATIBA,21981,2
20191130,16,VALINHOS,8346,44
20191130,9,SUMARE,21236,2
20191130,20,SOROCABA,15286,1
20191130,27,SALTO,28334,2
20191130,16,VALINHOS,16451,1
20191130,20,SOROCABA,28823,1
20191130,23,BRAGANÇA,17285,1
20191130,9,SUMARE,28713,7
20191130,9,SUMARE,19843,2
20191130,15,ATIBAIA,29066,1
20191130,20,SOROCABA,404,2
20191130,20,SOROCABA,31213,3
20191130,23,BRAGANÇA,4359,1
20191130,7,GLICERIO,34447,1
20191130,7,GLICERIO,22752,1
20191130,23,BRAGANÇA,33495,1
20191130,4,INDAIATUBA,8791,2
20191130,27,SALTO,19376,2
20191130,9,SUMARE,1572,3
20191130,8,CAMPINAS,2387,4
20191130,16,VALINHOS,16804,1
20191130,20,SOROCABA,18328,2
20191130,7,GLICERIO,22581,2
20191130,23,BRAGANÇA,19213,1
20191130,6,ITATIBA,35179,2
20191130,4,INDAIATUBA,15405,7
20191130,23,BRAGANÇA,21197,2
20191130,20,SOROCABA,3301,1
20191130,16,VALINHOS,15531,2
20191130,16,VALINHOS,26729,2
20191130,23,BRAGANÇA,23435,1
20191130,4,INDAIATUBA,33611,2
20191130,15,ATIBAIA,15859,1
20191130,23,BRAGANÇA,34561,4
20191130,7,GLICERIO,16206,2
20191130,16,VALINHOS,33656,2
20191130,27,SALTO,31898,2
20191130,6,ITATIBA,33762,3
20191130,23,BRAGANÇA,419,3
20191130,8,CAMPINAS,18208,9
20191130,20,SOROCABA,32865,3
20191130,9,SUMARE,18083,1
20191130,8,CAMPINAS,3301,2
20191130,6,ITATIBA,23090,3
20191130,15,ATIBAIA,22231,3
20191130,8,CAMPINAS,4614,2
20191130,7,GLICERIO,20789,1
20191130,27,SALTO,33996,1
20191130,9,SUMARE,19353,6
20191130,6,ITATIBA,29040,9
20191130,15,ATIBAIA,30120,1
20191130,8,CAMPINAS,20572,2
20191130,16,VALINHOS,15977,1
20191130,8,CAMPINAS,22558,1
20191130,4,INDAIATUBA,21063,1
20191130,4,INDAIATUBA,3457,1
20191130,23,BRAGANÇA,19219,1
20191130,20,SOROCABA,31207,2
20191130,4,INDAIATUBA,33747,1
20191130,16,VALINHOS,27228,1
20191130,8,CAMPINAS,17297,1
20191130,7,GLICERIO,409,11
20191130,9,SUMARE,12158,1
20191130,23,BRAGANÇA,31139,5
20191130,7,GLICERIO,20912,2
20191130,16,VALINHOS,24798,1
20191130,8,CAMPINAS,21215,2
20191130,23,BRAGANÇA,31216,2
20191130,7,GLICERIO,8344,74
20191130,23,BRAGANÇA,21000,1
20191130,20,SOROCABA,28563,2
20191130,20,SOROCABA,85,10
20191130,7,GLICERIO,31950,2
20191130,9,SUMARE,21224,2
20191130,9,SUMARE,22164,2
20191130,16,VALINHOS,6676,7
20191130,27,SALTO,32287,4
20191130,4,INDAIATUBA,548,1
20191130,8,CAMPINAS,20260,2
20191130,23,BRAGANÇA,32212,20
20191130,7,GLICERIO,32988,1
20191130,27,SALTO,22715,1
20191130,20,SOROCABA,34436,2
20191130,23,BRAGANÇA,20696,1
20191130,6,ITATIBA,27865,3
20191130,7,GLICERIO,5691,2
20191130,20,SOROCABA,33771,3
20191130,7,GLICERIO,17028,3
20191130,6,ITATIBA,7342,4
20191130,16,VALINHOS,34530,11
20191130,7,GLICERIO,32801,2
20191130,4,INDAIATUBA,34972,1
20191130,23,BRAGANÇA,28624,1
20191130,4,INDAIATUBA,33870,3
20191130,15,ATIBAIA,29067,1
20191130,23,BRAGANÇA,19870,2
20191130,9,SUMARE,13146,9
20191130,7,GLICERIO,21004,1
20191130,8,CAMPINAS,1562,6
20191130,23,BRAGANÇA,33645,3
20191130,6,ITATIBA,8767,2
20191130,16,VALINHOS,11644,12
20191130,20,SOROCABA,20280,3
20191130,9,SUMARE,32868,2
20191130,6,ITATIBA,26367,1
20191130,23,BRAGANÇA,8159,3
20191130,15,ATIBAIA,941,2
20191130,20,SOROCABA,822,5
20191130,15,ATIBAIA,19374,2
20191130,15,ATIBAIA,3006,15
20191130,7,GLICERIO,19278,5
20191130,6,ITATIBA,32991,2
20191130,23,BRAGANÇA,7363,2
20191130,9,SUMARE,20339,1
20191130,7,GLICERIO,30568,2
20191130,16,VALINHOS,33619,3
20191130,6,ITATIBA,6907,1
20191130,20,SOROCABA,9949,2
20191130,4,INDAIATUBA,539,1
20191130,15,ATIBAIA,538,10
20191130,4,INDAIATUBA,4836,3
20191130,9,SUMARE,30700,1
20191130,23,BRAGANÇA,23531,1
20191130,8,CAMPINAS,15239,2
20191130,16,VALINHOS,33922,2
20191130,16,VALINHOS,22392,1
20191130,16,VALINHOS,16059,1
20191130,15,ATIBAIA,14476,28
20191130,4,INDAIATUBA,31048,4
20191130,7,GLICERIO,32882,2
20191130,16,VALINHOS,26986,5
20191130,23,BRAGANÇA,19328,2
20191130,7,GLICERIO,16317,1
20191130,7,GLICERIO,15016,2
20191130,7,GLICERIO,16184,7
20191130,7,GLICERIO,14818,1
20191130,15,ATIBAIA,3564,6
20191130,20,SOROCABA,19978,2
20191130,23,BRAGANÇA,11039,1
20191130,9,SUMARE,22915,1
20191130,4,INDAIATUBA,4360,6
20191130,4,INDAIATUBA,20802,2
20191130,6,ITATIBA,16957,2
20191130,20,SOROCABA,18297,2
20191130,8,CAMPINAS,15290,2
20191130,7,GLICERIO,21309,3
20191130,27,SALTO,15551,15
20191130,16,VALINHOS,30555,1
20191130,23,BRAGANÇA,30644,1
20191130,23,BRAGANÇA,24457,1
20191130,20,SOROCABA,15329,2
20191130,4,INDAIATUBA,29065,1
20191130,15,ATIBAIA,21316,4
20191130,27,SALTO,20039,2
20191130,7,GLICERIO,9760,1
20191130,4,INDAIATUBA,24388,1
20191130,23,BRAGANÇA,13274,3
20191130,7,GLICERIO,21302,2
20191130,9,SUMARE,22930,3
20191130,27,SALTO,30119,1
20191130,23,BRAGANÇA,16211,2
20191130,8,CAMPINAS,16218,3
20191130,20,SOROCABA,3437,1
20191130,6,ITATIBA,19019,2
20191130,16,VALINHOS,28668,1
20191130,20,SOROCABA,34140,2
20191130,27,SALTO,14611,4
20191130,15,ATIBAIA,20071,1
20191130,9,SUMARE,29053,14
20191130,27,SALTO,29029,4
20191130,9,SUMARE,14042,3
20191130,20,SOROCABA,12707,2
20191130,15,ATIBAIA,28946,2
20191130,20,SOROCABA,16452,1
20191130,4,INDAIATUBA,3423,1
20191130,20,SOROCABA,18329,1
20191130,4,INDAIATUBA,32287,3
20191130,16,VALINHOS,16957,2
20191130,6,ITATIBA,830,1
20191130,23,BRAGANÇA,21868,2
20191130,8,CAMPINAS,20060,2
20191130,23,BRAGANÇA,28932,3
20191130,27,SALTO,20257,2
20191130,23,BRAGANÇA,26895,5
20191130,20,SOROCABA,32181,3
20191130,9,SUMARE,10089,5
20191130,20,SOROCABA,17135,1
20191130,27,SALTO,31893,1
20191130,8,CAMPINAS,33618,1
20191130,15,ATIBAIA,34041,1
20191130,23,BRAGANÇA,1591,1
20191130,15,ATIBAIA,20802,2
20191130,27,SALTO,5148,1
20191130,16,VALINHOS,31765,3
20191130,16,VALINHOS,15115,1
20191130,7,GLICERIO,6675,8
20191130,23,BRAGANÇA,14650,4
20191130,27,SALTO,20247,2
20191130,8,CAMPINAS,22113,1
20191130,7,GLICERIO,15154,1
20191130,15,ATIBAIA,22269,1
20191130,20,SOROCABA,28941,4
20191130,15,ATIBAIA,35169,3
20191130,15,ATIBAIA,27942,13
20191130,16,VALINHOS,23040,2
20191130,15,ATIBAIA,30127,2
20191130,8,CAMPINAS,13162,2
20191130,23,BRAGANÇA,3015,10
20191130,6,ITATIBA,956,2
20191130,23,BRAGANÇA,26711,1
20191130,6,ITATIBA,8808,8
20191130,15,ATIBAIA,9697,1
20191130,15,ATIBAIA,34531,12
20191130,23,BRAGANÇA,14933,8
20191130,16,VALINHOS,34434,1
20191130,7,GLICERIO,33019,1
20191130,20,SOROCABA,5,5
20191130,15,ATIBAIA,548,5
20191130,23,BRAGANÇA,20794,2
20191130,7,GLICERIO,30696,1
20191130,16,VALINHOS,16237,1
20191130,7,GLICERIO,34538,11
20191130,23,BRAGANÇA,2127,5
20191130,16,VALINHOS,32290,5
20191130,7,GLICERIO,34397,1
20191130,8,CAMPINAS,32295,2
20191130,20,SOROCABA,33367,8
20191130,9,SUMARE,20074,1
20191130,9,SUMARE,15246,6
20191130,16,VALINHOS,21848,1
20191130,23,BRAGANÇA,32294,1
20191130,20,SOROCABA,34809,4
20191130,9,SUMARE,30008,1
20191130,4,INDAIATUBA,31858,3
20191130,15,ATIBAIA,18167,2
20191130,23,BRAGANÇA,32856,4
20191130,15,ATIBAIA,16810,1
20191130,9,SUMARE,17019,3
20191130,27,SALTO,905,1
20191130,7,GLICERIO,16319,2
20191130,15,ATIBAIA,30707,4
20191130,4,INDAIATUBA,35207,1
20191130,6,ITATIBA,1623,4
20191130,15,ATIBAIA,32329,2
20191130,20,SOROCABA,21193,4
20191130,6,ITATIBA,26310,2
20191130,20,SOROCABA,20457,1
20191130,15,ATIBAIA,14819,1
20191130,8,CAMPINAS,16524,1
20191130,4,INDAIATUBA,15310,5
20191130,20,SOROCABA,16130,9
20191130,16,VALINHOS,6114,6
20191130,23,BRAGANÇA,24412,1
20191130,23,BRAGANÇA,17082,2
20191130,23,BRAGANÇA,16960,1
20191130,8,CAMPINAS,31067,1
20191130,4,INDAIATUBA,20765,1
20191130,6,ITATIBA,31893,1
20191130,4,INDAIATUBA,4913,3
20191130,20,SOROCABA,20268,5
20191130,7,GLICERIO,14925,3
20191130,6,ITATIBA,17126,3
20191130,7,GLICERIO,26378,3
20191130,6,ITATIBA,19292,1
20191130,20,SOROCABA,32878,3
20191130,8,CAMPINAS,30552,1
20191130,6,ITATIBA,31063,2
20191130,16,VALINHOS,1032,2
20191130,23,BRAGANÇA,11776,1
20191130,4,INDAIATUBA,18203,48
20191130,4,INDAIATUBA,34375,1
20191130,6,ITATIBA,30238,1
20191130,6,ITATIBA,33878,1
20191130,4,INDAIATUBA,14817,2
20191130,23,BRAGANÇA,32334,2
20191130,20,SOROCABA,14841,2
20191130,7,GLICERIO,16060,4
20191130,4,INDAIATUBA,22921,1
20191130,8,CAMPINAS,6351,4
20191130,20,SOROCABA,29578,1
20191130,6,ITATIBA,34305,1
20191130,6,ITATIBA,10180,1
20191130,6,ITATIBA,19472,1
20191130,20,SOROCABA,22319,2
20191130,9,SUMARE,31505,2
20191130,4,INDAIATUBA,32274,3
20191130,4,INDAIATUBA,3524,4
20191130,9,SUMARE,33656,3
20191130,23,BRAGANÇA,8768,1
20191130,4,INDAIATUBA,19370,3
20191130,9,SUMARE,16098,1
20191130,23,BRAGANÇA,17585,1
20191130,16,VALINHOS,31954,1
20191130,20,SOROCABA,1152,6
20191130,23,BRAGANÇA,19280,9
20191130,4,INDAIATUBA,22942,1
20191130,6,ITATIBA,1569,1
